抗菌药物通用名,匹配规则,规则等级
红霉素,"Erythromycin Cyclic 11,12-Carbonate",1
红霉素,"Erythromycin Cyclic 11,12-Carbonate Capsules",1
红霉素,"Erythromycin Cyclic 11,12-Carbonate For Suspension",1
红霉素,"Erythromycin Cyclic 11,12-Carbonate Tablets",1
红霉素,Erythromycin Cyclocarbonate Tablets,1
红霉素,Erythromycin Eenteric-coated Tablets,1
红霉素,Erythromycin Enter-coated Tablets,1
红霉素,Erythromycin Entercin-coated Capsules,1
红霉素,Erythromycin Enteric - coated Tablets,1
红霉素,Erythromycin Enteric Capsules,1
红霉素,Erythromycin Enteric-coaded Tablets,1
红霉素,Erythromycin Enteric-coaed Tablets,1
红霉素,Erythromycin Enteric-coatd Tablets,1
红霉素,Erythromycin Enteric-coated Capsules,1
红霉素,Erythromycin Enteric-coated Tables,1
红霉素,Erythromycin Enteric-coated tablets,1
红霉素,ERYTHROMYCIN ENTERIC-COATED TABLETS,1
红霉素,Erythromycin enteric-coated Tablets,1
红霉素,Erythromycin Enteric-Coated Tablets,1
红霉素,Erythromycin Enteric-coated Tablets,1
红霉素,Erythromycin Enteric-coated Tablets　　,1
红霉素,Erythromycin Enteric-coated Tabltes,1
红霉素,Erythromycin Enteric-coated Tanlets,1
红霉素,Erythromycin Enteric-coated Tsblets,1
红霉素,Erythromycin Enteric-corted Capsules,1
红霉素,Erythromycin Enteric-corted Tablets,1
红霉素,Erythromycin Enteric-Pellets Capsules,1
红霉素,Erythromycin Enteric－coated Tablets,1
红霉素,Erythromycin Enteric－Coated Tablets,1
红霉素,Erythromycin Enterric-coated Tablets,1
红霉素,Erythromycin Ethlsuccinate Granules,1
红霉素,Erythromycin Ethy.lsuccinate Tablets,1
红霉素,Erythromycin Ethyisuccinate Granules,1
红霉素,Erythromycin Ethylsuccinate,1
红霉素,Erythromycin Ethylsuccinate Capsules,1
红霉素,Erythromycin Ethylsuccinate Chewable Tablets,1
红霉素,Erythromycin Ethylsuccinate Cranules,1
红霉素,Erythromycin Ethylsuccinate Dispersible Tablets,1
红霉素,Erythromycin Ethylsuccinate Dry Suspension,1
红霉素,Erythromycin Ethylsuccinate Granules,1
红霉素,Erythromycin ethylsuccinate Orally Disintegrating Tablets,1
红霉素,Erythromycin Ethylsuccinate Tablets,1
红霉素,ERYTHROMYCIN ETHYLSUCCINATE TABLETS,1
红霉素,Erythromycin Ethylsuccinate tablets,1
红霉素,Erythromycin Ethylsuccinnate Tablets,1
红霉素,Erythromycin Ethylsuccinte Granules,1
红霉素,Erythromycin Ethylsuceinate Granules,1
红霉素,Erythromycin Ethysuccinate Tablets,1
红霉素,Erythromycin Eye Ointment,1
红霉素,Erythromycin Lactobionate,1
红霉素,Erythromycin Lactobionate for Injection,1
红霉素,Erythromycin Lactobionate For Injection,1
红霉素,Erythromycin Oimtment,1
红霉素,Erythromycin Ointment,1
红霉素,ERYTHROMYCIN OINTMENT,1
红霉素,Erythromycin Qintment,1
红霉素,Erythromycin Stearate,1
红霉素,Erythromycin Stearate Capsules,1
红霉素,Erythromycin Stearate Granules,1
红霉素,Erythromycin Stearate Tablets,1
红霉素,Erythromycin Suppositories,1
红霉素,Erythromycin Suppository,1
红霉素,Erythromycin Tablets,1
红霉素,Erythromycin　Enter-coated Tablets,1
红霉素,Erythromycin　Eye　Ointment,1
红霉素,Erythromyine Ethylsuccinate Tablets,1
红霉素,Erythromyxin Lactobionate for Injection,1
红霉素,Erythronycin Stearate Tablets,1
红霉素,Erythtomycin Enteric-coated Tablets,1
红霉素,Suppositoria Erythromycini,1
红霉素,乳糖酸红霉素,1
红霉素,冠沙,1
红霉素,利君沙,1
红霉素,异维A酸红霉素凝胶,1
红霉素,新红康,1
红霉素,注射用乳糖酸红霉素,1
红霉素,注射用盐酸柔红霉素,1
红霉素,环酯红霉素,1
红霉素,环酯红霉素干混悬剂,1
红霉素,环酯红霉素片,1
红霉素,环酯红霉素胶囊,1
红霉素,琥乙红霉素,1
红霉素,琥乙红霉素分散片,1
红霉素,琥乙红霉素口腔崩解片,1
红霉素,琥乙红霉素咀嚼片,1
红霉素,琥乙红霉素干混悬剂,1
红霉素,琥乙红霉素片,1
红霉素,琥乙红霉素胶囊,1
红霉素,琥乙红霉素颗粒,1
红霉素,盐酸柔红霉素,1
红霉素,硬脂酸红霉素,1
红霉素,硬脂酸红霉素片,1
红霉素,硬脂酸红霉素胶囊,1
红霉素,硬脂酸红霉素颗粒,1
红霉素,红霉素,1
红霉素,红霉素栓,1
红霉素,红霉素片,1
红霉素,红霉素眼膏,1
红霉素,红霉素肠溶微丸胶囊,1
红霉素,红霉素肠溶片,1
红霉素,红霉素肠溶胶囊,1
红霉素,红霉素软膏,1
红霉素,红霉素醋酸锌凝胶,1
红霉素,红霉素醋酸锌软膏,1
红霉素,艾加星,1
红霉素,达发新,1
红霉素,.*红霉素.*,2
红霉素,.*新红康.*,4
红霉素,.*冠沙.*,4
红霉素,.*利君沙.*,4
红霉素,.*艾加星.*,4
红霉素,.*达发新.*,4
环吡酮,ciclopirox,1
环吡酮,Ciclopirox Olamine,1
环吡酮,Ciclopirox Olamine Cream,1
环吡酮,Ciclopirox Olamine Gream,1
环吡酮,Ciclopirox Olamine Vaginal suppositories,1
环吡酮,Ciclopirox Olamine Vaginal Suppositories,1
环吡酮,Cidopirox Olamine,1
环吡酮,环利,1
环吡酮,环吡酮,1
环吡酮,环吡酮胺,1
环吡酮,环吡酮胺乳膏,1
环吡酮,环吡酮胺阴道栓,1
环吡酮,赛洁,1
环吡酮,.*环吡酮.*,2
环吡酮,.*赛洁.*,4
环吡酮,.*环利.*,4
环丙沙星,Ciprfloxacin Lactate and Sodium Chloride Injection,1
环丙沙星,Ciprobay,1
环丙沙星,Ciprofioxacin Lactate Injection,1
环丙沙星,Ciproflixacin Hydrochloride Tablets,1
环丙沙星,ciprofloxacin,1
环丙沙星,Ciprofloxacin and Glucose Injection,1
环丙沙星,Ciprofloxacin and Sodium Chloride Injection,1
环丙沙星,Ciprofloxacin Hydrochlorde Tablets,1
环丙沙星,Ciprofloxacin Hydrochloride,1
环丙沙星,ciprofloxacin Hydrochloride,1
环丙沙星,Ciprofloxacin Hydrochloride and Glucose Injection,1
环丙沙星,CIPROFLOXACIN HYDROCHLORIDE CAPSULES,1
环丙沙星,Ciprofloxacin Hydrochloride Capsules,1
环丙沙星,Ciprofloxacin Hydrochloride Cream,1
环丙沙星,Ciprofloxacin Hydrochloride Ear Drops,1
环丙沙星,Ciprofloxacin Hydrochloride Eardrops,1
环丙沙星,Ciprofloxacin Hydrochloride Eye Drops,1
环丙沙星,Ciprofloxacin Hydrochloride Eye Ointment,1
环丙沙星,Ciprofloxacin Hydrochloride for Injection,1
环丙沙星,Ciprofloxacin Hydrochloride For Injection,1
环丙沙星,Ciprofloxacin Hydrochloride Gel,1
环丙沙星,Ciprofloxacin Hydrochloride Glucose Injection,1
环丙沙星,Ciprofloxacin Hydrochloride Ointment,1
环丙沙星,Ciprofloxacin Hydrochloride Suppositorics,1
环丙沙星,Ciprofloxacin Hydrochloride Suppositories,1
环丙沙星,Ciprofloxacin Hydrochloride Tablets,1
环丙沙星,Ciprofloxacin Hydrochloride Tablts,1
环丙沙星,Ciprofloxacin Hydrochloride Vaginal Effervescent Tablets,1
环丙沙星,Ciprofloxacin Lactate,1
环丙沙星,Ciprofloxacin Lactate And Sodium Chloride,1
环丙沙星,Ciprofloxacin Lactate and Sodium Chloride Injection,1
环丙沙星,Ciprofloxacin Lactate and Sodium chloride Injection,1
环丙沙星,Ciprofloxacin Lactate Eye Drops,1
环丙沙星,CIPROFLOXACIN LACTATE EYE DROPS,1
环丙沙星,Ciprofloxacin Lactate for Injection,1
环丙沙星,Ciprofloxacin Lactate Injection,1
环丙沙星,Ciprofloxacin Lactate Injection and Chloride Injection,1
环丙沙星,Ciprofloxacin Sustained Release Tablets,1
环丙沙星,Ciprofloxacin Tablets,1
环丙沙星,Ciprofloxacini Lactate and Sodium Chloride Injection,1
环丙沙星,CiprofloxacinLactateand and Sodium Chloride Injection,1
环丙沙星,Ciprofloxaxin Hydrochloride Capsules,1
环丙沙星,Ciprofloxaxin Hydrochloride Injection,1
环丙沙星,Ciproflxoacin Lactate and Sodium Chloride Injection,1
环丙沙星,Ciproiloxacin Lactate for Injection,1
环丙沙星,Ciproxacin Hydrochloride Tablets,1
环丙沙星,Cirofloxacin Hydrochloride Ointment,1
环丙沙星,Injection Ciprofloxacini Lactatis,1
环丙沙星,Suppositoria Clprofloxacini Hydrochloridum,1
环丙沙星,乳酸环丙沙星,1
环丙沙星,乳酸环丙沙星氯化钠注射液,1
环丙沙星,乳酸环丙沙星注射液,1
环丙沙星,乳酸环丙沙星滴眼液,1
环丙沙星,佳可,1
环丙沙星,坤宁,1
环丙沙星,巴美洛,1
环丙沙星,希普欣,1
环丙沙星,思普乐,1
环丙沙星,悉复欢,1
环丙沙星,新洁明,1
环丙沙星,曼舒林,1
环丙沙星,林青,1
环丙沙星,注射用乳酸环丙沙星,1
环丙沙星,注射用盐酸环丙沙星,1
环丙沙星,环丙沙星,1
环丙沙星,环丙沙星片,1
环丙沙星,环丙沙星缓释片,1
环丙沙星,环丙沙星葡萄糖注射液,1
环丙沙星,瑞康,1
环丙沙星,盐酸环丙沙星,1
环丙沙星,盐酸环丙沙星乳膏,1
环丙沙星,盐酸环丙沙星凝胶,1
环丙沙星,盐酸环丙沙星栓,1
环丙沙星,盐酸环丙沙星注射液,1
环丙沙星,盐酸环丙沙星滴眼液,1
环丙沙星,盐酸环丙沙星滴耳液,1
环丙沙星,盐酸环丙沙星片,1
环丙沙星,盐酸环丙沙星眼膏,1
环丙沙星,盐酸环丙沙星胶囊,1
环丙沙星,盐酸环丙沙星葡萄糖注射液,1
环丙沙星,盐酸环丙沙星软膏,1
环丙沙星,盐酸环丙沙星阴道泡腾片,1
环丙沙星,西普乐,1
环丙沙星,贝斯特,1
环丙沙星,赛克星,1
环丙沙星,达维邦,1
环丙沙星,Ｃｉｐｒｏｆｌｏｘａｃｉｎ Ｌａｃｔａｔｅ ａｎｄ Ｓｏｄｉｕｍ Ｃｈｌｏｒｉｄｅ Ｉｎｊｅｃｔｉｏｎ,1
环丙沙星,.*环丙沙星.*,2
环丙沙星,.*西普乐.*,4
环丙沙星,.*思普乐.*,4
环丙沙星,.*悉复欢.*,4
环丙沙星,.*希普欣.*,4
环丙沙星,.*佳可.*,4
环丙沙星,.*达维邦.*,4
环丙沙星,.*赛克星.*,4
环丙沙星,.*新洁明.*,4
环丙沙星,.*巴美洛.*,4
环丙沙星,.*曼舒林.*,4
环丙沙星,.*瑞康.*,4
环丙沙星,.*林青.*,4
环丙沙星,.*贝斯特.*,4
环丙沙星,.*坤宁.*,4
环丙沙星和甲硝唑,ciprofloxacin and ornidazole,1
环丙沙星和甲硝唑,环丙沙星/甲硝唑,1
环丙沙星和甲硝唑,环丙沙星和甲硝唑,1
环丙沙星和甲硝唑,.*环丙沙星.*甲硝唑.*,2
环丙沙星和甲硝唑,.*环丙沙星/甲硝唑.*,3
环丙沙星和替硝唑,norfloxacin and tinidazole,1
环丙沙星和替硝唑,环丙沙星/替硝唑,1
环丙沙星和替硝唑,环丙沙星和替硝唑,1
环丙沙星和替硝唑,.*替硝唑.*环丙沙星.*,2
环丙沙星和替硝唑,.*环丙沙星.*替硝唑.*,2
环丙沙星和替硝唑,.*环丙沙星/替硝唑.*,3
环丝氨酸,Cycloserine,1
环丝氨酸,cycloserine,1
环丝氨酸,Cycloserine Capsules,1
环丝氨酸,环丝氨酸,1
环丝氨酸,环丝氨酸胶囊,1
环丝氨酸,赛来星,1
环丝氨酸,.*环丝氨酸.*,2
环丝氨酸,.*赛来星.*,4
磺胺,Ccmpound Sulfamethoxazole Tablets,1
磺胺,Compond Sulfamethoxazole Tablets,1
磺胺,Compornd Sulfame Thoxazole Tablets,1
磺胺,Compoud Sulfamethoxazole Dispersible Tablets,1
磺胺,Compoud Sulfamethoxazole Tablets,1
磺胺,Compoud Sulfametioxazole Tablets,1
磺胺,Compound Paracetamol and Chlorphenamine Maleate Granules,1
磺胺,Compound Sodium Sulfamethoxazole Eye Drops,1
磺胺,Compound Sompound Sulfamethoxazole Tablets,1
磺胺,Compound Su I famethoxazole Tablets,1
磺胺,Compound Sufamethoxazole Tablets,1
磺胺,Compound SuIfamethoxazoIe TabIets,1
磺胺,Compound Suifamethoxazole Tablets,1
磺胺,Compound Sulfaguanidine Tablets,1
磺胺,Compound Sulfame thoxazole Tablets,1
磺胺,Compound Sulfamethoxa Zole Tablets,1
磺胺,Compound Sulfamethoxaeole Tablets,1
磺胺,Compound Sulfamethoxagole Capsules,1
磺胺,Compound Sulfamethoxalie Tablets,1
磺胺,Compound Sulfamethoxaxole Tablets,1
磺胺,Compound Sulfamethoxazde Tablets,1
磺胺,Compound Sulfamethoxazle Tablets,1
磺胺,Compound Sulfamethoxazloe Granlues,1
磺胺,Compound Sulfamethoxazoie Tablets,1
磺胺,Compound Sulfamethoxazole Capsules,1
磺胺,Compound Sulfamethoxazole Dispersible Tablets,1
磺胺,Compound Sulfamethoxazole Granules,1
磺胺,COMPOUND SULFAMETHOXAZOLE GRANUSLES,1
磺胺,Compound Sulfamethoxazole Granusles,1
磺胺,Compound Sulfamethoxazole Injection,1
磺胺,Compound Sulfamethoxazole Oral Suspension,1
磺胺,Compound Sulfamethoxazole Tabets,1
磺胺,Compound Sulfamethoxazole Tabiets,1
磺胺,Compound Sulfamethoxazole Tables,1
磺胺,COMPOUND SULFAMETHOXAZOLE TABLETS,1
磺胺,Compound Sulfamethoxazole tablets,1
磺胺,Compound SulfamethoxaZole Tablets,1
磺胺,Compound Sulfamethoxazole Tablets,1
磺胺,Compound sulfamethoxazole Tablets,1
磺胺,Compound Sulfamethoxazole Tabltes,1
磺胺,Compound Sulfamethoxazole Talets,1
磺胺,Compound Sulfamethoxazole Ｔablets,1
磺胺,Compound Sulfamethoxazole.Tablets.,1
磺胺,Compound Sulfamethoxzole Granules,1
磺胺,Compound Sulfamethoxzole Tablets,1
磺胺,Compound Sulfamethpoxazole Tablets,1
磺胺,Compound Sulfamethxazole Tablets,1
磺胺,Compound Sulfamonomethoxine Trimethoprim Tablets,1
磺胺,Compound SuLfanethoxazole Tablets,1
磺胺,Compound Sulfanilamide and Zinc Oxide Ointment,1
磺胺,Compound Sulfanilamide and Zinc Oxide Ointment （Ⅱ）,1
磺胺,Compound Sulfanilamide and Zinc Oxide Ointment（Ⅱ）,1
磺胺,Compound Sulfanilamide Zinc Oxide Ointment （Ⅱ）,1
磺胺,Compound Sulfimethoxizole Tablets,1
磺胺,CompoundSuifamethoxazole Tablets,1
磺胺,CompoundSulfamethoxazoleTablets,1
磺胺,Compound　Sulfamethoxazole　Oral　Suspension,1
磺胺,Compoung Sulfamethoxazole Tablets,1
磺胺,Compund Sulfamethoxazle Tablets,1
磺胺,Compund Sulfamethoxazole Tables,1
磺胺,Compund Sulfamethoxazole Tablets,1
磺胺,Mafenide Acetate,1
磺胺,Padiatric Compound Sulfamethoxazole Granules,1
磺胺,Padiatric Compound Sulfamethoxazole Tablets,1
磺胺,PAEDIATRIC COMPOUND SULFAMETHOXAZOLE GRANULES,1
磺胺,Paediatric Compound Sulfamethoxazole Granules,1
磺胺,Paediatric Compound Sulfamethoxazole Tablets,1
磺胺,PaediatricCompoundSulfamethoxazoleTablets,1
磺胺,Pediatic Compound Sulfamethoxazole Powder,1
磺胺,Pediatric Compoudd Sulfamethoxazole Tablets,1
磺胺,Pediatric Compound Suifamethoxazole Tablets,1
磺胺,Pediatric Compound Sulfame Thoxazole Tablets,1
磺胺,Pediatric Compound Sulfamethoxa zole Tablets,1
磺胺,Pediatric Compound Sulfamethoxaole Tabl,1
磺胺,Pediatric Compound Sulfamethoxazole,1
磺胺,Pediatric Compound Sulfamethoxazole Cranules,1
磺胺,Pediatric Compound Sulfamethoxazole Gran,1
磺胺,Pediatric Compound Sulfamethoxazole Granules,1
磺胺,pediatric compound sulfamethoxazole granules,1
磺胺,Pediatric Compound Sulfamethoxazole Granusles,1
磺胺,Pediatric Compound Sulfamethoxazole Powder,1
磺胺,Pediatric Compound Sulfamethoxazole Tabiets,1
磺胺,Pediatric Compound Sulfamethoxazole Tabl,1
磺胺,Pediatric COmpound Sulfamethoxazole Tablets,1
磺胺,Pediatric Compound Sulfamethoxazole Tablets,1
磺胺,Pediatric Compound sulfamethoxazole Tablets,1
磺胺,Pediatric Compound Sulfamethoxzole Granules,1
磺胺,Pediatric Compound Sulfmethoxazole Granules,1
磺胺,Pediatric Compound Sulfsmethoxazole Tablets,1
磺胺,Pediatric Compoune Sulfamethoxazole Tablets,1
磺胺,Pediatric Compund Sulfamethoxazole Tables,1
磺胺,Pedidatric Compound Sulfamethoxazole Tablets,1
磺胺,Steril Crystal Suifanilamide,1
磺胺,Sterile Crystal Sulfanilamide,1
磺胺,Sulfacetamice Sodium Eye Drops,1
磺胺,Sulfacetamide Sodium Ese Drops,1
磺胺,Sulfacetamide Sodium Eye Drops,1
磺胺,Sulfadoxine,1
磺胺,Sulfadoxine and pyrimethamine Tablets,1
磺胺,Sulfadoxine Tablets,1
磺胺,Sulfaguandine Tablets,1
磺胺,Sulfaguanidine,1
磺胺,Sulfaguanidine Tablets,1
磺胺,Sulfahuanidine Tablets,1
磺胺,Sulfaii Lamidum Crtstallinum,1
磺胺,Sulfamethoxazole,1
磺胺,Sulfamethoxazole Tablets,1
磺胺,Sulfamidinc Tablets,1
磺胺,SULFAMIDINE TABLETS,1
磺胺,Sulfamidine Tablets,1
磺胺,Sulfamidinum,1
磺胺,Sulfamonomethoxine,1
磺胺,Sulfamonomethoxine Tablets,1
磺胺,sulfanilamide,1
磺胺,Sulfanilamide and Zinc Oxide Ointment,1
磺胺,SULFANILAMIDUM CRYSTALLINUM STERILE,1
磺胺,Sulfanilamidum Crystallinum Sterile,1
磺胺,TABELLAE SULFAMIDINI,1
磺胺,Tabellae Sulfamidini,1
磺胺,Tabellae Sulfamidni,1
磺胺,乐敦康,1
磺胺,复方磺胺氧化锌软膏,1
磺胺,复方磺胺甲噁唑分散片,1
磺胺,复方磺胺甲噁唑口服混悬液,1
磺胺,复方磺胺甲噁唑注射液,1
磺胺,复方磺胺甲噁唑片,1
磺胺,复方磺胺甲噁唑胶囊,1
磺胺,复方磺胺甲噁唑钠滴眼液,1
磺胺,复方磺胺甲噁唑颗粒,1
磺胺,复方磺胺甲恶唑片,1
磺胺,复方磺胺甲？唑片,1
磺胺,复方磺胺脒片,1
磺胺,复方磺胺间甲氧嘧啶片,1
磺胺,对氨基苯磺酰胺,1
磺胺,小儿复方磺胺甲口恶唑片,1
磺胺,小儿复方磺胺甲噁唑散,1
磺胺,小儿复方磺胺甲噁唑片,1
磺胺,小儿复方磺胺甲噁唑颗粒,1
磺胺,小儿复方磺胺甲噁唑颗粒(甜菊糖型),1
磺胺,小儿复方磺胺甲噁恶唑片,1
磺胺,小儿复方磺胺甲？唑颗粒,1
磺胺,欧林,1
磺胺,氨苯磺胺,1
磺胺,灭菌结晶磺胺,1
磺胺,玉安立清,1
磺胺,磺胺,1
磺胺,磺胺咪片,1
磺胺,磺胺多辛,1
磺胺,磺胺多辛乙胺嘧啶片,1
磺胺,磺胺多辛片,1
磺胺,磺胺氧化锌软膏,1
磺胺,磺胺氧化锌软膏(Ⅱ),1
磺胺,磺胺甲噁唑,1
磺胺,磺胺甲噁唑片,1
磺胺,磺胺脒,1
磺胺,磺胺脒片,1
磺胺,磺胺醋酰钠,1
磺胺,磺胺醋酰钠滴眼液,1
磺胺,磺胺间甲氧嘧啶,1
磺胺,磺胺间甲氧嘧啶片,1
磺胺,结晶磺胺,1
磺胺,苯磺胺,1
磺胺,诺德菲,1
磺胺,诺达明,1
磺胺,醋酸磺胺米隆,1
磺胺,.*磺胺.*,2
磺胺,.*对氨基苯磺酰胺.*,3
磺胺,.*氨苯磺胺.*,3
磺胺,.*苯磺胺.*,3
磺胺,.*诺达明.*,4
磺胺,.*玉安立清.*,4
磺胺,.*乐敦康.*,4
磺胺,.*欧林.*,4
磺胺,.*诺德菲.*,4
磺胺苯吡唑,sulfaphenazole,1
磺胺苯吡唑,磺胺苯吡唑,1
磺胺苯吡唑,.*磺胺苯吡唑.*,2
磺胺吡啶,sulfapyridine,1
磺胺吡啶,磺胺吡啶,1
磺胺吡啶,.*磺胺吡啶.*,2
磺胺地索辛,sulfadimethoxine,1
磺胺地索辛,磺胺二甲氧嗪,1
磺胺地索辛,磺胺二甲氧嘧啶,1
磺胺地索辛,磺胺地索辛,1
磺胺地索辛,磺胺间二甲氧嘧啶,1
磺胺地索辛,磺胺间二甲氧基嘧啶,1
磺胺地索辛,高效磺胺,1
磺胺地索辛,.*磺胺地索辛.*,2
磺胺地索辛,.*磺胺二甲氧嗪.*,3
磺胺地索辛,.*磺胺二甲氧嘧啶.*,3
磺胺地索辛,.*磺胺间二甲氧嘧啶.*,3
磺胺地索辛,.*磺胺间二甲氧基嘧啶.*,3
磺胺地索辛,.*高效磺胺.*,3
磺胺对甲氧嘧啶,2-对氨基苯磺酰胺基-5-甲氧基嘧啶,1
磺胺对甲氧嘧啶,Compound Sulfamethoxydiazine Tablets,1
磺胺对甲氧嘧啶,Copound Sulfuamethoxydiazine Tablets,1
磺胺对甲氧嘧啶,Suifanethoxydiazine Tablets,1
磺胺对甲氧嘧啶,Suifanethoxydiazine Talets,1
磺胺对甲氧嘧啶,Sulfamethoxydiazine,1
磺胺对甲氧嘧啶,Sulfamethoxydiazine Tablets,1
磺胺对甲氧嘧啶,sulfametoxydiazine,1
磺胺对甲氧嘧啶,Sulfanethoxydiazine Tablets,1
磺胺对甲氧嘧啶,复方磺胺对甲氧嘧啶片,1
磺胺对甲氧嘧啶,磺胺-5-甲氧嘧啶,1
磺胺对甲氧嘧啶,磺胺对甲氧嘧啶,1
磺胺对甲氧嘧啶,磺胺对甲氧嘧啶片,1
磺胺对甲氧嘧啶,磺胺甲氧嘧啶,1
磺胺对甲氧嘧啶,.*磺胺对甲氧嘧啶.*,2
磺胺对甲氧嘧啶,.*2-对氨基苯磺酰胺基-5-甲氧基嘧啶.*,3
磺胺对甲氧嘧啶,.*磺胺-5-甲氧嘧啶.*,3
磺胺对甲氧嘧啶,.*磺胺甲氧嘧啶.*,3
磺胺恶唑,sulfamoxole,1
磺胺恶唑,磺胺恶唑,1
磺胺恶唑,.*磺胺恶唑.*,2
磺胺二甲嘧啶,Compound Sulfadimidine Powder,1
磺胺二甲嘧啶,Pediatric Compound Sulfadimidine Powder,1
磺胺二甲嘧啶,Pedidtric Compound Sulfadimidine Powder,1
磺胺二甲嘧啶,Sulfadimidene Tablets,1
磺胺二甲嘧啶,Sulfadimidine,1
磺胺二甲嘧啶,sulfadimidine,1
磺胺二甲嘧啶,Sulfadimidine Sodium,1
磺胺二甲嘧啶,Sulfadimidine Tablets,1
磺胺二甲嘧啶,Sulfadimidine TAlbets,1
磺胺二甲嘧啶,Sulfadimidine　Tablets,1
磺胺二甲嘧啶,Sulfamethazine,1
磺胺二甲嘧啶,Sulfamethazine sodium,1
磺胺二甲嘧啶,Sulfamethazine suspension,1
磺胺二甲嘧啶,小儿复方磺胺二甲嘧啶散,1
磺胺二甲嘧啶,磺胺二甲嘧啶,1
磺胺二甲嘧啶,磺胺二甲嘧啶混悬液,1
磺胺二甲嘧啶,磺胺二甲嘧啶片,1
磺胺二甲嘧啶,磺胺二甲嘧啶钠,1
磺胺二甲嘧啶,磺胺二甲基嘧啶,1
磺胺二甲嘧啶,.*磺胺二甲嘧啶.*,2
磺胺二甲嘧啶,.*磺胺二甲基嘧啶.*,3
磺胺二甲嘧啶和甲氧苄啶,sulfadimidine and trimethoprim,1
磺胺二甲嘧啶和甲氧苄啶,磺胺二甲嘧啶/甲氧苄啶,1
磺胺二甲嘧啶和甲氧苄啶,磺胺二甲嘧啶和甲氧苄啶,1
磺胺二甲嘧啶和甲氧苄啶,.*磺胺二甲嘧啶.*甲氧苄啶.*,2
磺胺二甲嘧啶和甲氧苄啶,.*磺胺二甲嘧啶/甲氧苄啶.*,3
磺胺甲恶唑,sulfamethoxazole,1
磺胺甲恶唑,新明磺,1
磺胺甲恶唑,新诺明,1
磺胺甲恶唑,磺胺甲噁唑,1
磺胺甲恶唑,磺胺甲基异恶唑,1
磺胺甲恶唑,磺胺甲恶唑,1
磺胺甲恶唑,.*磺胺甲恶唑.*,2
磺胺甲恶唑,.*新明磺.*,3
磺胺甲恶唑,.*新诺明.*,3
磺胺甲恶唑,.*磺胺甲噁唑.*,3
磺胺甲恶唑,.*磺胺甲基异恶唑.*,3
磺胺甲二唑,sulfamethizole,1
磺胺甲二唑,磺胺甲二唑,1
磺胺甲二唑,磺胺甲噻二唑,1
磺胺甲二唑,.*磺胺甲二唑.*,2
磺胺甲二唑,.*磺胺甲噻二唑.*,3
磺胺甲嘧啶,sulfamerazine,1
磺胺甲嘧啶,磺胺甲嘧啶,1
磺胺甲嘧啶,磺胺甲基嘧啶,1
磺胺甲嘧啶,.*磺胺甲嘧啶.*,2
磺胺甲嘧啶,.*磺胺甲基嘧啶.*,3
磺胺甲嘧啶和甲氧苄啶,sulfamerazine and trimethoprim,1
